epoch,train_mse_scaled,validation_mse_scaled,learning_rate
1.0,0.7956071854143892,0.43544405262803404,0.001
2.0,0.6971093231072598,0.43156230690437636,0.001
3.0,0.6560527941983217,0.4332110306581555,0.001
4.0,0.6361367329923464,0.4443269668708202,0.001
5.0,0.6135294977942006,0.4617954804257014,0.001
6.0,0.5949379138548325,0.47789107510356404,0.001
7.0,0.5856043875259621,0.4946508966548995,0.001
8.0,0.5724730297764902,0.5173970054200643,0.0005
9.0,0.5650828568756538,0.5066924718529897,0.0005
10.0,0.5547188985879254,0.53158913656874,0.0005
11.0,0.5473339560600519,0.5335103980058146,0.0005
12.0,0.5438149953723713,0.5379353355632599,0.0005
13.0,0.53983291066545,0.5551296554538361,0.0005
14.0,0.5348744146256943,0.5593583734795516,0.00025
15.0,0.5247678577942116,0.5660054010855579,0.00025
16.0,0.5328675133491861,0.57555613969351,0.00025
17.0,0.5265650829944895,0.5694756246940538,0.00025
