epoch,train_mse_scaled,validation_mse_scaled,learning_rate
1.0,0.8652857306150368,0.4328017107914629,0.001
2.0,0.7897357880436437,0.43878202316021814,0.001
3.0,0.7667664209748529,0.4415407883873673,0.001
4.0,0.7536998333191922,0.44534807395206266,0.001
5.0,0.7413236315083351,0.45137966271310914,0.001
6.0,0.738315840207847,0.4457155353507621,0.001
7.0,0.7274292295399238,0.45034854185633266,0.0005
8.0,0.7198588114129004,0.45582129230405566,0.0005
9.0,0.7197049590685818,0.46434964584471355,0.0005
10.0,0.7186350514175026,0.4679900351830445,0.0005
11.0,0.7119532029340222,0.4669647798527797,0.0005
12.0,0.7111554585191601,0.4641476771326565,0.0005
13.0,0.7053190858753876,0.46565819027382216,0.00025
14.0,0.7032120022551016,0.469838884589974,0.00025
15.0,0.7071056258400028,0.4740792831739484,0.00025
16.0,0.7026665096323454,0.4726622107898304,0.00025
